   0.00000000       15.0000000               1
  0.100000001       14.9250622               1
  0.200000003       14.7009993               1
  0.300000012       14.3300476               1
  0.400000006       13.8159151               1
  0.500000000       13.1637383               1
  0.600000024       12.3800344               1
  0.699999988       11.4726334               1
  0.800000012       10.4506006               1
  0.900000036       9.32414913               1
   1.00000000       8.10453415               1
   1.10000002       6.80394125               1
   1.20000005       5.43536568               1
   1.30000007       4.01248121               1
   1.39999998       2.54950738               1
   1.50000000       1.06105793               1
   1.60000002     -0.437993199               1
   1.70000005      -1.93266821               1
   1.80000007      -3.40803242               1
   1.89999998      -4.84934330               1
   2.00000000      -6.24220276               1
   2.10000014      -7.57269335               1
   2.20000005      -8.82751751               1
   2.29999995      -9.99413967               1
   2.40000010      -11.0609074               1
   2.50000000      -12.0171537               1
   2.60000014      -12.8533325               1
   2.70000005      -13.5610828               1
   2.79999995      -14.1333342               1
   2.90000010      -14.5643730               1
   3.00000000      -14.8498878               1
   3.10000014      -14.9870272               1
   3.20000005      -14.9744215               1
   3.29999995      -14.8121967               1
   3.40000010      -14.5019732               1
   3.50000000      -14.0468502               1
   3.60000014      -13.4513760               1
   3.70000005      -12.7215004               1
   3.79999995      -11.8645163               1
   3.90000010      -10.8889837               1
   4.00000000      -9.80465412               1
   4.09999990      -8.62236023               1
   4.20000029      -7.35390854               1
   4.30000019      -6.01198530               1
   4.40000010      -4.60999155               1
   4.50000000      -3.16193700               1
   4.59999990      -1.68228936               1
   4.70000029     -0.185825661               1
   4.80000019       1.31248760               1
   4.90000010       2.79768705               1
   5.00000000       4.25493288               1
   5.09999990       5.66966486               1
   5.20000029       7.02775383               1
   5.30000019       8.31561756               1
   5.40000010       9.52039433               1
   5.50000000       10.6300468               1
   5.59999990       11.6334867               1
   5.70000029       12.5206938               1
   5.80000019       13.2827940               1
   5.90000010       13.9121771               1
   6.00000000       14.4025536               1
   6.09999990       14.7490263               1
   6.20000029       14.9481316               1
   6.30000019       14.9978790               1
  
   0.00000000       15.1000004               2
  0.100000001       15.0500002               2
  0.200000003       14.8490000               2
  0.300000012       14.4974995               2
  0.400000006       13.9975090               2
  0.500000000       13.3525438               2
  0.600000024       12.5676041               2
  0.699999988       11.6491385               2
  0.800000012       10.6049967               2
  0.900000036       9.44436359               2
   1.00000000       8.17768097               2
   1.10000002       6.81655407               2
   1.20000005       5.37365055               2
   1.30000007       3.86258173               2
   1.39999998       2.29777622               2
   1.50000000      0.694344878               2
   1.60000002     -0.932064295               2
   1.70000005      -2.56541681               2
   1.80000007      -4.18944883               2
   1.89999998      -5.78782654               2
   2.00000000      -7.34430981               2
   2.10000014      -8.84291458               2
   2.20000005      -10.2680769               2
   2.29999995      -11.6048098               2
   2.40000010      -12.8388615               2
   2.50000000      -13.9568653               2
   2.60000014      -14.9464808               2
   2.70000005      -15.7965279               2
   2.79999995      -16.4971104               2
   2.90000010      -17.0397263               2
   3.00000000      -17.4173717               2
   3.10000014      -17.6246204               2
   3.20000005      -17.6576958               2
   3.29999995      -17.5145245               2
   3.40000010      -17.1947765               2
   3.50000000      -16.6998825               2
   3.60000014      -16.0330410               2
   3.70000005      -15.1992006               2
   3.79999995      -14.2050295               2
   3.90000010      -13.0588665               2
   4.00000000      -11.7706528               2
   4.09999990      -10.3518505               2
   4.20000029      -8.81534195               2
   4.30000019      -7.17531490               2
   4.40000010      -5.44713449               2
   4.50000000      -3.64720106               2
   4.59999990      -1.79279625               2
   4.70000029       9.80805159E-02           2
   4.80000019       2.00688529               2
   4.90000010       3.91470909               2
   5.00000000       5.80246401               2
   5.09999990       7.65107203               2
   5.20000029       9.44165516               2
   5.30000019       11.1557274               2
   5.40000010       12.7753830               2
   5.50000000       14.2834816               2
   5.59999990       15.6638260               2
   5.70000029       16.9013367               2
   5.80000019       17.9822083               2
   5.90000010       18.8940659               2
   6.00000000       19.6261024               2
   6.09999990       20.1691990               2
   6.20000029       20.5160332               2
   6.30000019       20.6611767               2
