   0.00000000       45.0000000               1
   1.00000005E-03   44.9999771               1
   2.00000009E-03   44.9999084               1
   3.00000003E-03   44.9997978               1
   4.00000019E-03   44.9996414               1
   5.00000035E-03   44.9994354               1
   6.00000005E-03   44.9991913               1
   7.00000022E-03   44.9988976               1
   8.00000038E-03   44.9985580               1
   9.00000054E-03   44.9981804               1
   1.00000007E-02   44.9977493               1
   1.10000009E-02   44.9972763               1
   1.20000001E-02   44.9967613               1
   1.30000003E-02   44.9961967               1
   1.40000004E-02   44.9955902               1
   1.50000006E-02   44.9949379               1
   1.60000008E-02   44.9942398               1
   1.70000009E-02   44.9934998               1
   1.80000011E-02   44.9927101               1
   1.90000013E-02   44.9918785               1
   2.00000014E-02   44.9910011               1
   2.10000016E-02   44.9900780               1
   2.20000017E-02   44.9891090               1
   2.30000019E-02   44.9880981               1
   2.40000002E-02   44.9870377               1
   2.50000004E-02   44.9859390               1
   2.60000005E-02   44.9847908               1
   2.70000007E-02   44.9835968               1
   2.80000009E-02   44.9823608               1
   2.90000010E-02   44.9810791               1
   3.00000012E-02   44.9797516               1
   3.10000014E-02   44.9783783               1
   3.20000015E-02   44.9769630               1
   3.29999998E-02   44.9755020               1
   3.40000018E-02   44.9739914               1
   3.50000001E-02   44.9724388               1
   3.60000022E-02   44.9708443               1
   3.70000005E-02   44.9692001               1
   3.80000025E-02   44.9675140               1
   3.90000008E-02   44.9657822               1
   4.00000028E-02   44.9640045               1
   4.10000011E-02   44.9621849               1
   4.20000032E-02   44.9603157               1
   4.30000015E-02   44.9584045               1
   4.40000035E-02   44.9564476               1
   4.50000018E-02   44.9544449               1
   4.60000038E-02   44.9524002               1
   4.70000021E-02   44.9503059               1
   4.80000004E-02   44.9481697               1
   4.90000024E-02   44.9459877               1
   5.00000007E-02   44.9437637               1
   5.10000028E-02   44.9414902               1
   5.20000011E-02   44.9391747               1
   5.30000031E-02   44.9368134               1
   5.40000014E-02   44.9344063               1
   5.50000034E-02   44.9319534               1
   5.60000017E-02   44.9294586               1
   5.70000038E-02   44.9269180               1
   5.80000021E-02   44.9243317               1
   5.90000041E-02   44.9216995               1
   6.00000024E-02   44.9190254               1
   6.10000044E-02   44.9163055               1
   6.20000027E-02   44.9135399               1
   6.30000010E-02   44.9107285               1
   6.40000030E-02   44.9078712               1
   6.50000051E-02   44.9049721               1
   6.59999996E-02   44.9020233               1
   6.70000017E-02   44.8990364               1
   6.80000037E-02   44.8959999               1
   6.90000057E-02   44.8929214               1
   7.00000003E-02   44.8897972               1
   7.10000023E-02   44.8866272               1
   7.20000044E-02   44.8834114               1
   7.30000064E-02   44.8801498               1
   7.40000010E-02   44.8768463               1
   7.50000030E-02   44.8734970               1
   7.60000050E-02   44.8701019               1
   7.70000070E-02   44.8666649               1
   7.80000016E-02   44.8631821               1
   7.90000036E-02   44.8596497               1
   8.00000057E-02   44.8560791               1
   8.10000002E-02   44.8524551               1
   8.20000023E-02   44.8487968               1
   8.30000043E-02   44.8450851               1
   8.40000063E-02   44.8413353               1
   8.50000009E-02   44.8375359               1
   8.60000029E-02   44.8336906               1
   8.70000049E-02   44.8298073               1
   8.80000070E-02   44.8258743               1
   8.90000015E-02   44.8218956               1
   9.00000036E-02   44.8178711               1
   9.10000056E-02   44.8138046               1
   9.20000076E-02   44.8096962               1
   9.30000022E-02   44.8055382               1
   9.40000042E-02   44.8013382               1
   9.50000063E-02   44.7970924               1
   9.60000008E-02   44.7928009               1
   9.70000029E-02   44.7884636               1
   9.80000049E-02   44.7840805               1
   9.90000069E-02   44.7796555               1
  0.100000001       44.7751884               1
  0.101000004       44.7706757               1
  0.102000006       44.7661133               1
  0.103000008       44.7615089               1
  0.104000002       44.7568588               1
  0.105000004       44.7521667               1
  0.106000006       44.7474289               1
  0.107000008       44.7426414               1
  0.108000003       44.7378159               1
  0.109000005       44.7329445               1
  0.110000007       44.7280235               1
  0.111000009       44.7230606               1
  0.112000003       44.7180557               1
  0.113000005       44.7130051               1
  0.114000008       44.7079086               1
  0.115000002       44.7027664               1
  0.116000004       44.6975784               1
  0.117000006       44.6923485               1
  0.118000008       44.6870728               1
  0.119000003       44.6817551               1
  0.120000005       44.6763878               1
  0.121000007       44.6709785               1
  0.122000009       44.6655273               1
  0.123000003       44.6600266               1
  0.124000005       44.6544838               1
  0.125000000       44.6488953               1
  0.126000002       44.6432648               1
  0.127000004       44.6375847               1
  0.128000006       44.6318626               1
  0.129000008       44.6260986               1
  0.130000010       44.6202850               1
  0.131000012       44.6144295               1
  0.131999999       44.6085281               1
  0.133000001       44.6025848               1
  0.134000003       44.5965919               1
  0.135000005       44.5905609               1
  0.136000007       44.5844803               1
  0.137000009       44.5783577               1
  0.138000011       44.5721893               1
  0.139000013       44.5659752               1
  0.140000001       44.5597191               1
  0.141000003       44.5534172               1
  0.142000005       44.5470734               1
  0.143000007       44.5406799               1
  0.144000009       44.5342445               1
  0.145000011       44.5277634               1
  0.146000013       44.5212402               1
  0.147000000       44.5146713               1
  0.148000002       44.5080605               1
  0.149000004       44.5014000               1
  0.150000006       44.4946976               1
  0.151000008       44.4879494               1
  0.152000010       44.4811592               1
  0.153000012       44.4743233               1
  0.154000014       44.4674454               1
  0.155000001       44.4605179               1
  0.156000003       44.4535484               1
  0.157000005       44.4465370               1
  0.158000007       44.4394760               1
  0.159000009       44.4323730               1
  0.160000011       44.4252281               1
  0.161000013       44.4180374               1
  0.162000000       44.4108009               1
  0.163000003       44.4035187               1
  0.164000005       44.3961945               1
  0.165000007       44.3888283               1
  0.166000009       44.3814125               1
  0.167000011       44.3739548               1
  0.168000013       44.3664513               1
  0.169000015       44.3589058               1
  0.170000002       44.3513145               1
  0.171000004       44.3436813               1
  0.172000006       44.3359985               1
  0.173000008       44.3282738               1
  0.174000010       44.3205070               1
  0.175000012       44.3126945               1
  0.176000014       44.3048363               1
  0.177000001       44.2969360               1
  0.178000003       44.2889900               1
  0.179000005       44.2809982               1
  0.180000007       44.2729645               1
  0.181000009       44.2648888               1
  0.182000011       44.2567635               1
  0.183000013       44.2485962               1
  0.184000015       44.2403870               1
  0.185000002       44.2321320               1
  0.186000004       44.2238312               1
  0.187000006       44.2154884               1
  0.188000008       44.2070999               1
  0.189000010       44.1986656               1
  0.190000013       44.1901894               1
  0.191000015       44.1816673               1
  0.192000002       44.1731033               1
  0.193000004       44.1644936               1
  0.194000006       44.1558418               1
  0.195000008       44.1471443               1
  0.196000010       44.1384048               1
  0.197000012       44.1296196               1
  0.198000014       44.1207886               1
  0.199000016       44.1119156               1
  0.200000003       44.1029968               1
  0.201000005       44.0940323               1
  0.202000007       44.0850296               1
  0.203000009       44.0759773               1
  0.204000011       44.0668831               1
  0.205000013       44.0577469               1
  0.206000015       44.0485611               1
  0.207000017       44.0393333               1
  0.208000004       44.0300636               1
  0.209000006       44.0207481               1
  0.210000008       44.0113907               1
  0.211000010       44.0019875               1
  0.212000012       43.9925423               1
  0.213000014       43.9830513               1
  0.214000016       43.9735146               1
  0.215000004       43.9639359               1
  0.216000006       43.9543152               1
  0.217000008       43.9446487               1
  0.218000010       43.9349365               1
  0.219000012       43.9251823               1
  0.220000014       43.9153862               1
  0.221000016       43.9055443               1
  0.222000018       43.8956566               1
  0.223000005       43.8857269               1
  0.224000007       43.8757515               1
  0.225000009       43.8657341               1
  0.226000011       43.8556747               1
  0.227000013       43.8455658               1
  0.228000015       43.8354187               1
  0.229000017       43.8252258               1
  0.230000004       43.8149872               1
  0.231000006       43.8047066               1
  0.232000008       43.7943802               1
  0.233000010       43.7840118               1
  0.234000012       43.7736015               1
  0.235000014       43.7631454               1
  0.236000016       43.7526436               1
  0.237000018       43.7421036               1
  0.238000005       43.7315140               1
  0.239000008       43.7208824               1
  0.240000010       43.7102089               1
  0.241000012       43.6994896               1
  0.242000014       43.6887283               1
  0.243000016       43.6779213               1
  0.244000018       43.6670723               1
  0.245000005       43.6561775               1
  0.246000007       43.6452446               1
  0.247000009       43.6342621               1
  0.248000011       43.6232376               1
  0.249000013       43.6121712               1
  0.250000000       43.6010590               1
  0.251000017       43.5899048               1
  0.252000004       43.5787048               1
  0.253000021       43.5674629               1
  0.254000008       43.5561790               1
  0.255000025       43.5448494               1
  0.256000012       43.5334740               1
  0.256999999       43.5220604               1
  0.258000016       43.5105972               1
  0.259000003       43.4990959               1
  0.260000020       43.4875488               1
  0.261000007       43.4759598               1
  0.262000024       43.4643250               1
  0.263000011       43.4526482               1
  0.263999999       43.4409256               1
